NVDA,2021-11-08 21:02:00 +0500 +05,313.29120106436983,313.29120106436983,313.29120106436983,313.29120106436983
TSLA,2021-11-08 21:02:00 +0500 +05,408.7542837437396,408.7542837437396,408.7542837437396,408.7542837437396
AAPL,2021-11-08 21:02:00 +0500 +05,112.0932057595924,112.0932057595924,112.0932057595924,112.0932057595924
SBER,2021-11-08 21:02:00 +0500 +05,218.81018176090026,218.81018176090026,218.81018176090026,218.81018176090026
AAPL,2021-11-08 21:03:00 +0500 +05,108.49274994142532,117.30670026003122,101.93939037828969,103.46532476365411
SBER,2021-11-08 21:03:00 +0500 +05,213.7364614573422,213.9343833149327,201.18241302627752,210.8219971001747
NVDA,2021-11-08 21:03:00 +0500 +05,301.3127403843495,319.5048323772116,301.3127403843495,310.8831114600177
TSLA,2021-11-08 21:03:00 +0500 +05,403.1303850946558,417.2498287489577,400.5660616665178,405.5701524363222
TSLA,2021-11-08 21:04:00 +0500 +05,405.6416198992985,419.71929458680495,401.48581997899686,407.39385687279645
AAPL,2021-11-08 21:04:00 +0500 +05,108.46304403143657,119.57858711153375,101.71041015083823,101.71041015083823
SBER,2021-11-08 21:04:00 +0500 +05,210.6117143070141,219.09890880833564,201.94909236798233,213.39150595399548
NVDA,2021-11-08 21:04:00 +0500 +05,305.0708100103012,319.5383373717252,301.81674550707777,312.45456634727407
AAPL,2021-11-08 21:05:00 +0500 +05,104.7364509361097,114.58361453468596,100.59342562549773,111.8524750642489
SBER,2021-11-08 21:05:00 +0500 +05,210.7056378126881,216.61067837989611,200.03807789028474,216.2878910193404
NVDA,2021-11-08 21:05:00 +0500 +05,303.74492202802105,316.3081034186672,300.0102763103224,313.8767627303442
TSLA,2021-11-08 21:05:00 +0500 +05,404.7768140561064,418.31642629225917,400.6064509566601,400.6064509566601
AAPL,2021-11-08 21:06:00 +0500 +05,110.78420211781892,115.66069946792004,100.5038791958979,110.4899951909973
SBER,2021-11-08 21:06:00 +0500 +05,219.51349629974632,219.51349629974632,202.75608123239053,213.08540268848293
NVDA,2021-11-08 21:06:00 +0500 +05,315.015261129592,315.94417081821604,301.5238052460751,314.3273674980334
TSLA,2021-11-08 21:06:00 +0500 +05,405.8801262559003,418.5922327089806,401.79672178520735,412.7328842807636
AAPL,2021-11-08 21:07:00 +0500 +05,100.25651818212722,116.52908251269484,100.25651818212722,113.43658212469279
SBER,2021-11-08 21:07:00 +0500 +05,200.61364391574278,219.98318980440666,200.61364391574278,208.00376578847286
NVDA,2021-11-08 21:07:00 +0500 +05,301.9606174961261,319.47763748141347,301.06989248988816,318.00550294528625
TSLA,2021-11-08 21:07:00 +0500 +05,407.38223418328687,418.99766412202507,401.649593530227,418.99766412202507
AAPL,2021-11-08 21:08:00 +0500 +05,106.38662535214235,119.34188682743546,100.29654738989753,108.34651684380765
SBER,2021-11-08 21:08:00 +0500 +05,209.98770987504827,219.70931157266494,208.57376860139865,214.3706089870555
NVDA,2021-11-08 21:08:00 +0500 +05,308.00864634283624,316.95000524529365,300.7150929487217,308.13473550900784
TSLA,2021-11-08 21:08:00 +0500 +05,400.39617340650904,419.9654762201699,400.39617340650904,417.9160653548829
AAPL,2021-11-08 21:09:00 +0500 +05,119.16352725205186,119.16352725205186,100.30362554446147,104.57835173521198
SBER,2021-11-08 21:09:00 +0500 +05,200.37426442279312,213.18061066015508,200.37426442279312,206.48347926122776
NVDA,2021-11-08 21:09:00 +0500 +05,315.83344618164165,318.232274135832,300.1536241294818,307.01530255294324
TSLA,2021-11-08 21:09:00 +0500 +05,408.47106307771685,417.9950025143505,401.07571160211495,406.9857749554852
AAPL,2021-11-08 21:10:00 +0500 +05,106.07604259708731,119.51790512999276,103.63181693515128,111.01231523966365
SBER,2021-11-08 21:10:00 +0500 +05,219.37492319931624,219.37492319931624,206.04404750084268,219.01246487616308
NVDA,2021-11-08 21:10:00 +0500 +05,313.43053100921674,319.065175085007,300.89981397355916,310.1973084094591
TSLA,2021-11-08 21:10:00 +0500 +05,404.15886256746313,416.19748451867906,402.6816832550048,414.8502945932366
AAPL,2021-11-08 21:11:00 +0500 +05,109.8158802882871,119.25248402287772,103.41892064176785,118.73415137813075
SBER,2021-11-08 21:11:00 +0500 +05,201.3230282974138,215.02481263250522,200.08889319596267,204.58640476894678
